year,date,stage,course,type,distance_in_km,winner_name,country
1962,1962-06-28,5,Pont l'Evêque to Saint-Malo,Flat,215.0,Emile Daems,Bélgica
1962,1962-06-29,6,Dinard to Brest,Flat,235.5,Robert Cazala,Francia
1962,1962-06-30,7,Quimper to Saint-Nazaire,Flat,201.0,Huub Zilverberg,Países Bajos
1962,1962-07-01,8a,Saint-Nazaire to Luçon,Flat,155.0,Mario Minieri,Italia
1962,1962-07-01,8b,Luçon to La Rochelle,Individual time-trial,43.0,Jacques Anquetil,Francia
1962,1962-07-02,9,La Rochelle to Bordeaux,Flat,214.0,Antonio Bailetti,Italia
1962,1962-07-03,10,Bordeaux to Bayonne,Flat,184.5,Willy Vannitsen,Bélgica
1962,1962-07-04,11,Bayonne to Pau,Flat,155.5,Eddy Pauwels,Bélgica
1962,1962-07-05,12,Pau to Saint-Gaudens,Mountain,207.5,Robert Cazala,Francia
1962,1962-07-06,13,Luchon to Superbagnères,Mountain time-trial,18.5,Federico Bahamontes,España
1962,1962-07-07,14,Luchon to Carcassonne,Mountain,215.0,Jean Stablinski,Francia
1962,1962-07-08,15,Carcassonne to Montpellier,Flat,196.5,Willy Vannitsen,Bélgica
1962,1962-07-09,16,Montpellier to Aix-en-Provence,Flat,185.0,Emile Daems,Bélgica
1962,1962-07-10,17,Aix-en-Provence to Antibes,Flat,201.0,Rudi Altig,Alemania
1962,1962-07-11,18,Antibes to Briançon,Mountain,241.5,Emile Daems,Bélgica
1962,1962-07-12,19,Briançon to Aix-les-Bains,Mountain,204.5,Raymond Poulidor,Francia
1962,1962-07-13,20,Bourgoin to Lyon,Individual time-trial,68.0,Jacques Anquetil,Francia
1962,1962-07-14,21,Lyon to Nevers,Flat,232.0,Dino Bruni,Italia
1962,1962-07-15,22,Nevers to Paris,Flat,271.0,Rino Benedetti,Italia
1963,1963-06-23,1,Paris to Épernay,Flat,152.0,Eddy Pauwels,Bélgica
1963,1963-06-24,2a,Reims to Jambes (Belgium),Flat,186.0,Rik Van Looy,Bélgica
1963,1963-06-24,2b,Jambes (Belgium),Team time-trial,22.0,Pelforth–Sauvage–Lejeune,
1963,1963-06-25,3,Jambes (Belgium) to Roubaix,Flat,223.0,Seamus Elliott,Irlanda
1963,1963-06-26,4,Roubaix to Rouen,Flat,236.0,Frans Melckenbeeck,Bélgica
1963,1963-06-27,5,Rouen to Rennes,Flat,285.0,Antonio Bailetti,Italia
1963,1963-06-28,6a,Rennes to Angers,Flat,118.0,Roger de Breuker,Bélgica
1963,1963-06-28,6b,Angers,Individual time-trial,25.0,Jacques Anquetil,Francia
1963,1963-06-29,7,Angers to Limoges,Flat,236.0,Jan Janssen,Países Bajos
1963,1963-06-30,8,Limoges to Bordeaux,Flat,232.0,Rik Van Looy,Bélgica
1963,1963-07-01,9,Bordeaux to Pau,Flat,202.0,Pino Cerami,Bélgica
1963,1963-07-02,10,Pau to Bagnères-de-Bigorre,Mountain,148.0,Jacques Anquetil,Francia
1963,1963-07-03,11,Bagnères-de-Bigorre to Luchon,Mountain,131.0,Guy Ignolin,Francia
1963,1963-07-04,12,Luchon to Toulouse,Mountain,173.0,André Darrigade,Francia
1963,1963-07-05,13,Toulouse to Aurillac,Flat,234.0,Rik Van Looy,Bélgica
1963,1963-07-07,14,Aurillac to Saint-Étienne,Flat,237.0,Guy Ignolin,Francia
1963,1963-07-08,15,Saint-Étienne to Grenoble,Mountain,174.0,Federico Bahamontes,España
1963,1963-07-09,16,Grenoble to Val d'Isère,Mountain,202.0,Fernando Manzaneque,España
1963,1963-07-10,17,Val d'Isère to Chamonix,Mountain,228.0,Jacques Anquetil,Francia
1963,1963-07-11,18,Chamonix to Lons-le-Saunier,Mountain,225.0,Frans Brands,Bélgica
1963,1963-07-12,19,Arbois to Besançon,Individual time-trial,54.0,Jacques Anquetil,Francia
1963,1963-07-13,20,Besançon to Troyes,Flat,234.0,Roger de Breuker,Bélgica
1963,1963-07-14,21,Troyes to Paris,Flat,185.0,Rik Van Looy,Bélgica
1964,1964-06-22,1,Rennes to Lisieux,Flat,215.0,Edward Sels,Bélgica
1964,1964-06-23,2,Lisieux to Amiens,Flat,208.0,André Darrigade,Francia
1964,1964-06-24,3a,Amiens to Forest (Belgium),Flat,197.0,Bernard Vandekerkhove,Bélgica
1964,1964-06-24,3b,Forest (Belgium),Team time-trial,21.0,Kas–Kaskol,
1964,1964-06-25,4,Forest (Belgium) to Metz,Flat,292.0,Rudi Altig,Alemania
1964,1964-06-26,5,Lunéville to Freiburg (West Germany),Flat,161.0,Willy Derboven,Bélgica
1964,1964-06-27,6,Freiburg (West Germany) to Besançon,Flat,200.0,Henk Nijdam,Países Bajos
1964,1964-06-28,7,Besançon to Thonon-les-Bains,Flat,195.0,Jan Janssen,Países Bajos
1964,1964-06-29,8,Thonon-les-Bains to Briançon,Mountain,249.0,Federico Bahamontes,España
1964,1964-06-30,9,Briançon to Monaco,Mountain,239.0,Jacques Anquetil,Francia
1964,1964-07-01,10a,Monaco to Hyères,Flat,187.0,Jan Janssen,Países Bajos
1964,1964-07-01,10b,Hyères to Toulon,Individual time-trial,21.0,Jacques Anquetil,Francia
1964,1964-07-02,11,Toulon to Montpellier,Flat,250.0,Edward Sels,Bélgica
1964,1964-07-03,12,Montpellier to Perpignan,Flat,174.0,Jo de Roo,Países Bajos
1964,1964-07-04,13,Perpignan to Andorra,Mountain,170.0,Julio Jiménez,España
1964,1964-07-06,14,Andorra to Toulouse,Mountain,186.0,Edward Sels,Bélgica
1964,1964-07-07,15,Toulouse to Luchon,Mountain,203.0,Raymond Poulidor,Francia
1964,1964-07-08,16,Luchon to Pau,Mountain,197.0,Federico Bahamontes,España
1964,1964-07-09,17,Peyrehorade to Bayonne,Individual time-trial,43.0,Jacques Anquetil,Francia
1964,1964-07-10,18,Bayonne to Bordeaux,Flat,187.0,André Darrigade,Francia
1964,1964-07-11,19,Bordeaux to Brive,Flat,215.0,Edward Sels,Bélgica
1964,1964-07-12,20,Brive to Puy de Dôme,Mountain,217.0,Julio Jiménez,España
1964,1964-07-13,21,Clermont-Ferrand to Orléans,Flat,311.0,Jean Stablinski,Francia
1964,1964-07-14,22a,Orléans to Versailles,Flat,119.0,Benoni Beheyt,Bélgica
1964,1964-07-14,22b,Versailles to Paris,Individual time-trial,27.0,Jacques Anquetil,Francia
1965,1965-06-22,1a,Cologne (West Germany) to Liège (Belgium),Flat,149.0,Rik Van Looy,Bélgica
1965,1965-06-22,1b,Liège (Belgium),Team time-trial,22.5,Ford France–Gitane,
1965,1965-06-23,2,Liège (Belgium) to Roubaix,Flat,200.5,Bernard Van De Kerkhove,Bélgica
1965,1965-06-24,3,Roubaix to Rouen,Flat,240.0,Felice Gimondi,Italia
1965,1965-06-25,4,Caen to Saint-Brieuc,Flat,227.0,Edgard Sorgeloos,Bélgica
1965,1965-06-26,5a,Saint-Brieuc to Châteaulin,Flat,147.0,Cees van Espen,Países Bajos
1965,1965-06-26,5b,Châteaulin,Individual time-trial,26.7,Raymond Poulidor,Francia
1965,1965-06-27,6,Quimper to La Baule,Flat,210.5,Guido Reybrouck,Bélgica
1965,1965-06-28,7,La Baule to La Rochelle,Flat,219.0,Edward Sels,Bélgica
1965,1965-06-29,8,La Rochelle to Bordeaux,Flat,197.5,Johan de Roo,Países Bajos
1965,1965-06-30,9,Dax to Bagnères-de-Bigorre,Mountain,226.5,Julio Jiménez,España
1965,1965-07-01,10,Bagnères-de-Bigorre to Ax-les-Thermes,Mountain,222.5,Guido Reybrouck,Bélgica
1965,1965-07-02,11,Ax-les-Thermes to Barcelona (Spain),Mountain,240.5,José Pérez Francés,España
1965,1965-07-04,12,Barcelona (Spain) to Perpignan,Flat,219.0,Jan Janssen,Países Bajos
1965,1965-07-05,13,Perpignan to Montpellier,Flat,164.0,Adriano Durante,Italia
1965,1965-07-06,14,Montpellier to Mont Ventoux,Mountain,173.0,Raymond Poulidor,Francia
1965,1965-07-07,15,Carpentras to Gap,Mountain,167.5,Giuseppe Fezzardi,Italia
1965,1965-07-08,16,Gap to Briançon,Mountain,177.0,Joaquim Galera,España
1965,1965-07-09,17,Briançon to Aix-les-Bains,Mountain,193.5,Julio Jiménez,España
1965,1965-07-10,18,Aix-les-Bains to Le Revard,Mountain time-trial,26.9,Felice Gimondi,Italia
1965,1965-07-11,19,Aix-les-Bains to Lyon,Mountain,165.0,Rik Van Looy,Bélgica
1965,1965-07-12,20,Lyon to Auxerre,Flat,198.5,Michael Wright,Reino Unido
1965,1965-07-13,21,Auxerre to Versailles,Flat,225.5,Gerben Karstens,Países Bajos
1965,1965-07-14,22,Versailles to Paris,Individual time-trial,37.8,Felice Gimondi,Italia
1966,1966-06-21,1,Nancy to Charleville,Flat,209.0,Rudi Altig,Alemania
1966,1966-06-22,2,Charleville to Tournai (Belgium),Flat,198.0,Guido Reybrouck,Bélgica
1966,1966-06-23,3a,Tournai (Belgium),Team time-trial,21.0,Televizier–Batavus,
1966,1966-06-23,3b,Tournai to Dunkirk,Flat,131.0,Gerben Karstens,Países Bajos
1966,1966-06-24,4,Dunkirk to Dieppe,Flat,205.0,Willy Planckaert,Bélgica
1966,1966-06-25,5,Dieppe to Caen,Flat,178.0,Franco Bitossi,Italia
1966,1966-06-26,6,Caen to Angers,Flat,217.0,Edward Sels,Bélgica
1966,1966-06-27,7,Angers to Royan,Flat,252.0,Albert Van Vlierberghe,Bélgica
1966,1966-06-28,8,Royan to Bordeaux,Flat,138.0,Willy Planckaert,Bélgica
1966,1966-06-29,9,Bordeaux to Bayonne,Flat,201.0,Gerben Karstens,Países Bajos
1966,1966-06-30,10,Bayonne to Pau,Mountain,234.0,Tommaso de Pra,Italia
1966,1966-07-01,11,Pau to Luchon,Mountain,188.0,Guido Marcello Mugnaini,Italia
1966,1966-07-03,12,Luchon to Revel,Mountain,219.0,Rudi Altig,Alemania
1966,1966-07-04,13,Revel to Sète,Flat,191.0,Georges Vandenberghe,Bélgica
1966,1966-07-05,14a,Montpellier to Aubenas,Flat,144.0,Jo de Roo,Países Bajos
1966,1966-07-05,14b,Vals-les-Bains,Individual time-trial,20.0,Raymond Poulidor,Francia
1966,1966-07-06,15,Privas to Le Bourg-d'Oisans,Mountain,203.0,Luís Otano,España
1966,1966-07-07,16,Le Bourg-d'Oisans to Briançon,Mountain,148.0,Julio Jiménez,España
1966,1966-07-08,17,Briançon to Turin (Italy),Mountain,160.0,Franco Bitossi,Italia
1966,1966-07-10,18,Ivrea (Italy) to Chamonix,Mountain,188.0,Edy Schütz,Luxemburgo
1966,1966-07-11,19,Chamonix to Saint-Étienne,Mountain,265.0,Ferdinand Bracke,Bélgica
1966,1966-07-12,20,Saint-Étienne to Montluçon,Flat,223.0,Henk Nijdam,Países Bajos
1966,1966-07-13,21,Montluçon to Orléans,Flat,232.0,Pierre Beuffeuil,Francia
1966,1966-07-14,22a,Orléans to Rambouillet,Flat,111.0,Edward Sels,Bélgica
1966,1966-07-14,22b,Rambouillet to Paris,Individual time-trial,51.0,Rudi Altig,Alemania
1967,1967-06-29,1a,Angers,Individual time-trial,5.775,José-Maria Errandonea,España
1967,1967-06-30,1b,Angers to Saint-Malo,Flat,185.5,Walter Godefroot,Bélgica
1967,1967-07-01,2,Saint-Malo to Caen,Flat,180.0,Willy Van Neste,Bélgica
1967,1967-07-02,3,Caen to Amiens,Flat,248.0,Marino Basso,Italia
1967,1967-07-03,4,Amiens to Roubaix,Flat,191.0,Guido Reybrouck,Bélgica
1967,1967-07-04,5a,Roubaix to Jambes (Belgium),Flat,172.0,Roger Pingeon,Francia
1967,1967-07-04,5b,Jambes (Belgium),Team time-trial,17.0,Belgium,Bélgica
1967,1967-07-05,6,Jambes to Metz,Flat,238.0,Herman Van Springel,Bélgica
1967,1967-07-06,7,Metz to Strasbourg,Mountain,205.5,Michael Wright,Reino Unido
1967,1967-07-07,8,Strasbourg to Belfort/Ballon d'Alsace,Mountain,215.0,Lucien Aimar,Francia
1967,1967-07-09,9,Belfort to Divonne-les-Bains,Mountain,238.5,Guido Reybrouck,Bélgica
1967,1967-07-10,10,Divonne-les-Bains to Briançon,Mountain,243.0,Felice Gimondi,Italia
1967,1967-07-11,11,Briançon to Digne,Mountain,197.0,José Samyn,Francia
1967,1967-07-12,12,Digne to Marseille,Flat,207.5,Raymond Riotte,Francia
1967,1967-07-13,13,Marseille to Carpentras,Mountain,211.5,Jan Janssen,Países Bajos
1967,1967-07-14,14,Carpentras to Sète,Flat,201.5,Barry Hoban,Reino Unido
1967,1967-07-16,15,Sète to Toulouse,Flat,230.5,Rolf Wolfshohl,Alemania
1967,1967-07-17,16,Toulouse to Luchon,Mountain,188.0,Fernando Manzaneque,España
1967,1967-07-18,17,Luchon to Pau,Mountain,250.0,Raymond Mastrotto,Francia
1967,1967-07-19,18,Pau to Bordeaux,Flat,206.5,Marino Basso,Italia
1967,1967-07-20,19,Bordeaux to Limoges,Flat,217.0,Jean Stablinski,Francia
1967,1967-07-21,20,Limoges to Puy-de-Dôme,Mountain,222.0,Felice Gimondi,Italia
1967,1967-07-22,21,Clermont-Ferrand to Fontainebleau,Flat,359.0,Paul Lemeteyer,Francia
1967,1967-07-23,22a,Fontainebleau to Versailles,Flat,104.0,René Binggeli,Suiza
1967,1967-07-23,22b,Versailles to Paris,Individual time-trial,46.6,Raymond Poulidor,Francia
1968,1968-06-27,1a,Vittel,Individual time-trial,6.1,Charly Grosskost,Francia
1968,1968-06-28,1b,Vittel to Esch-sur-Alzette (Luxembourg),Flat,189.0,Charly Grosskost,Francia
1968,1968-06-29,2,Arlon (Belgium) to Forest (Belgium),Flat,210.5,Erik de Vlaeminck,Bélgica
1968,1968-06-30,3a,Forest (Belgium),Team time-trial,22.0,Belgium A,Bélgica
1968,1968-06-30,3b,Forest (Belgium) to Roubaix,Flat,112.0,Walter Godefroot,Bélgica
1968,1968-07-01,4,Roubaix to Rouen,Flat,238.0,Georges Chappe,Francia
1968,1968-07-02,5a,Rouen to Bagnoles-de-l'Orne,Flat,165.0,André Desvages,Francia
1968,1968-07-02,5b,Bagnoles-de-l'Orne to Dinard,Flat,154.5,Jean Dumont,Francia
1968,1968-07-03,6,Dinard to Lorient,Flat,188.0,Aurelio González Puente,España
1968,1968-07-04,7,Lorient to Nantes,Flat,190.0,Franco Bitossi,Italia
1968,1968-07-05,8,Nantes to Royan,Flat,223.0,Daniel Van Ryckeghem,Bélgica
1968,1968-07-07,9,Royan to Bordeaux,Flat,137.5,Walter Godefroot,Bélgica
1968,1968-07-08,10,Bordeaux to Bayonne,Flat,202.5,Gilbert Bellone,Francia
1968,1968-07-09,11,Bayonne to Pau,Flat,183.5,Daniel Van Ryckeghem,Bélgica
1968,1968-07-10,12,Pau to Saint-Gaudens,Mountain,226.5,Georges Pintens,Bélgica
1968,1968-07-11,13,Saint-Gaudens to La Seu d'Urgell (Spain),Mountain,208.5,Herman Van Springel,Bélgica
1968,1968-07-12,14,La Seu d'Urgell to Perpignan,Mountain,231.5,Jan Janssen,Países Bajos
1968,1968-07-14,15,Font-Romeu-Odeillo-Via to Albi,Flat,250.5,Roger Pingeon,Francia
1968,1968-07-15,16,Albi to Aurillac,Flat,199.0,Franco Bitossi,Italia
1968,1968-07-16,17,Aurillac to Saint-Étienne,Mountain,236.5,Jean-Pierre Genet,Francia
1968,1968-07-17,18,Saint-Étienne to Grenoble,Mountain,235.0,Roger Pingeon,Francia
1968,1968-07-18,19,Grenoble to Sallanches,Mountain,200.0,Barry Hoban,Reino Unido
1968,1968-07-19,20,Sallanches to Besançon,Mountain,242.5,Jozef Huysmans,Bélgica
1968,1968-07-20,21,Besançon to Auxerre,Flat,242.0,Eric Leman,Bélgica
1968,1968-07-21,22a,Auxerre to Melun,Flat,136.0,Maurice Izier,Francia
1968,1968-07-21,22b,Melun to Paris,Individual time-trial,55.2,Jan Janssen,Países Bajos
1969,1969-06-28,P,Roubaix,Individual time-trial,10.0,Rudi Altig,Alemania
1969,1969-06-29,1a,"Roubaix to Woluwe-Saint-Pierre (Sint-Pieters-Woluwe, Belgium)",Flat,147.0,Marino Basso,Italia
1969,1969-06-29,1b,Woluwe-Saint-Pierre (Belgium),Team time-trial,16.0,Faema,
1969,1969-06-30,2,Woluwe-Saint-Pierre (Belgium) to Maastricht (Netherlands),Flat,182.0,Julien Stevens,Bélgica
1969,1969-07-01,3,Maastricht (Netherlands) to Charleville-Mézières,Flat,213.0,Eric Leman,Bélgica
1969,1969-07-02,4,Charleville-Mézières to Nancy,Flat,214.0,Rik Van Looy,Bélgica
1969,1969-07-03,5,Nancy to Mulhouse,Mountain,194.0,Joaquim Agostinho,Portugal
1969,1969-07-04,6,Mulhouse to Ballon d'Alsace,Mountain,133.0,Eddy Merckx,Bélgica
1969,1969-07-05,7,Belfort to Divonne-les-Bains,Mountain,241.0,Mariano Díaz,España
1969,1969-07-06,8a,Divonne-les-Bains,Individual time-trial,9.0,Eddy Merckx,Bélgica
1969,1969-07-06,8b,Divonne-les-Bains to Thonon-les-Bains,Mountain,137.0,Michele Dancelli,Italia
1969,1969-07-07,9,Thonon-les-Bains to Chamonix,Mountain,111.0,Roger Pingeon,Francia
1969,1969-07-08,10,Chamonix to Briançon,Mountain,221.0,Herman Van Springel,Bélgica
1969,1969-07-09,11,Briançon to Digne,Mountain,198.0,Eddy Merckx,Bélgica
1969,1969-07-10,12,Digne to Aubagne,Mountain,161.0,Felice Gimondi,Italia
1969,1969-07-11,13,Aubagne to La Grande-Motte,Flat,196.0,Guido Reybrouck,Bélgica
1969,1969-07-12,14,La Grande-Motte to Revel,Flat,234.0,Joaquim Agostinho,Portugal
1969,1969-07-13,15,Revel,Individual time-trial,19.0,Eddy Merckx,Bélgica
1969,1969-07-14,16,Castelnaudary to Luchon,Mountain,199.0,Raymond Delisle,Francia
1969,1969-07-15,17,Luchon to Mourenx,Mountain,214.0,Eddy Merckx,Bélgica
1969,1969-07-16,18,Mourenx to Bordeaux,Flat,201.0,Barry Hoban,Reino Unido
1969,1969-07-17,19,Bordeaux to Brive,Flat,193.0,Barry Hoban,Reino Unido
1969,1969-07-18,20,Brive to Puy de Dôme,Mountain,198.0,Pierre Matignon,Francia
1969,1969-07-19,21,Clermont-Ferrand to Montargis,Flat,329.0,Herman Van Springel,Bélgica
1969,1969-07-20,22a,Montargis to Créteil,Flat,111.0,Jozef Spruyt,Bélgica
1969,1969-07-20,22b,Créteil to Paris,Individual time-trial,37.0,Eddy Merckx,Bélgica
1970,1970-06-27,P,Limoges,Individual time-trial,7.4,Eddy Merckx,Bélgica
1970,1970-06-27,1,Limoges to La Rochelle,Flat,224.5,Cyrille Guimard,Francia
1970,1970-06-28,2,La Rochelle to Angers,Flat,200.0,Italo Zilioli,Italia
1970,1970-06-29,3a,Angers,Team time-trial,10.7,Faemino–Faema,
1970,1970-06-29,3b,Angers to Rennes,Flat,140.0,Marino Basso,Italia
1970,1970-06-30,4,Rennes to Lisieux,Flat,229.0,Walter Godefroot,Bélgica
1970,1970-07-01,5a,Lisieux to Rouen,Flat,94.5,Walter Godefroot,Bélgica
1970,1970-07-01,5b,Rouen to Amiens,Flat,223.0,Jozef Spruyt,Bélgica
1970,1970-07-02,6,Amiens to Valenciennes,Flat,135.5,Roger De Vlaeminck,Bélgica
1970,1970-07-03,7a,Valenciennes to Forest (Belgium),Flat,120.0,Eddy Merckx,Bélgica
1970,1970-07-03,7b,Forest (Belgium),Individual time-trial,7.2,José Antonio González,España
1970,1970-07-04,8,Ciney (Belgium) to Felsberg (Saar) [de] (West Germany),Flat,232.5,Alain Vasseur,Francia
1970,1970-07-05,9,Saarlouis (West Germany) to Mulhouse,Mountain,269.5,Mogens Frey,Dinamarca
1970,1970-07-06,10,Belfort to Divonne-les-Bains,Mountain,241.0,Eddy Merckx,Bélgica
1970,1970-07-07,11a,Divonne-les-Bains,Individual time-trial,8.8,Eddy Merckx,Bélgica
1970,1970-07-07,11b,Divonne-les-Bains to Thonon-les-Bains,Mountain,139.5,Marino Basso,Italia
1970,1970-07-08,12,Thonon-les-Bains to Grenoble,Mountain,194.0,Eddy Merckx,Bélgica
1970,1970-07-09,13,Grenoble to Gap,Mountain,194.5,Primo Mori,Italia
1970,1970-07-10,14,Gap to Mont Ventoux,Mountain,170.0,Eddy Merckx,Bélgica
1970,1970-07-11,15,Carpentras to Montpellier,Flat,140.5,Rini Wagtmans,Países Bajos
1970,1970-07-12,16,Montpellier to Toulouse,Flat,160.0,Albert Van Vlierberghe,Bélgica
1970,1970-07-13,17,Toulouse to Saint-Gaudens,Flat,190.0,Luis Ocaña,España
1970,1970-07-14,18,Saint-Gaudens to La Mongie,Mountain,135.5,Bernard Thévenet,Francia
1970,1970-07-15,19,Bagnères-de-Bigorre to Mourenx,Mountain,185.5,Christian Raymond,Francia
1970,1970-07-16,20a,Mourenx to Bordeaux,Flat,223.5,Rolf Wolfshohl,Alemania
1970,1970-07-16,20b,Bordeaux,Individual time-trial,8.2,Eddy Merckx,Bélgica
1970,1970-07-17,21,Ruffec to Tours,Flat,191.5,Marino Basso,Italia
1970,1970-07-18,22,Tours to Versailles,Flat,238.5,Jean-Pierre Danguillaume,Francia
1970,1970-07-19,23,Versailles to Paris,Individual time-trial,54.0,Eddy Merckx,Bélgica
1971,1971-06-26,P,Mulhouse,Team time-trial,11.0,Molteni,
1971,1971-06-27,1a,Mulhouse to Basel (Switzerland),Flat,59.5,Eric Leman,Bélgica
1971,1971-06-27,1b,Basel (Switzerland) to Freiburg (West Germany),Hilly,90.0,Gerben Karstens,Países Bajos
1971,1971-06-27,1c,Freiburg (West Germany) to Mulhouse,Flat,74.5,Albert Van Vlierberghe,Bélgica
1971,1971-06-28,2,Mulhouse to Strasbourg,Hilly,144.0,Eddy Merckx,Bélgica
1971,1971-06-29,3,Strasbourg to Nancy,Hilly,165.5,Rini Wagtmans,Países Bajos
1971,1971-06-30,4,Nancy to Marche-en-Famenne (Belgium),Flat,242.0,Jean-Pierre Genet,Francia
1971,1971-07-01,5,Dinant (Belgium) to Roubaix,Flat,208.5,Pietro Guerra,Italia
1971,1971-07-02,6a,Roubaix to Amiens,Flat,127.5,Eric Leman,Bélgica
1971,1971-07-02,6b,Amiens to Le Touquet,Flat,133.5,Mauro Simonetti,Italia
1971,1971-07-04,7,Rungis to Nevers,Flat,257.5,Eric Leman,Bélgica
1971,1971-07-05,8,Nevers to Puy de Dôme,Mountain,221.0,Luis Ocaña,España
1971,1971-07-06,9,Clermont-Ferrand to Saint-Étienne,Hilly,153.0,Walter Godefroot,Bélgica
1971,1971-07-07,10,Saint-Étienne to Grenoble,Mountain,188.5,Bernard Thévenet,Francia
1971,1971-07-08,11,Grenoble to Orcières-Merlette,Mountain,134.0,Luis Ocaña,España
1971,1971-07-10,12,Orcières-Merlette to Marseille,Flat,251.0,Luciano Armani,Italia
1971,1971-07-11,13,Albi,Individual time-trial,16.3,Eddy Merckx,Bélgica
1971,1971-07-12,14,Revel to Luchon,Mountain,214.5,José Manuel Fuente,España
1971,1971-07-13,15,Luchon to Superbagnères,Mountain,19.6,José Manuel Fuente,España
1971,1971-07-14,16a,Luchon to Gourette,Mountain,145.0,Bernard Labourdette,Francia
1971,1971-07-14,16b,Eaux-Bonnes[c] to Pau,Flat,57.5,Herman Van Springel,Bélgica
1971,1971-07-15,17,Mont-de-Marsan to Bordeaux,Flat,188.0,Eddy Merckx,Bélgica
1971,1971-07-16,18,Bordeaux to Poitiers,Flat,244.0,Jean-Pierre Danguillaume,Francia
1971,1971-07-17,19,Blois to Versailles,Flat,185.0,Jan Krekels,Países Bajos
1971,1971-07-18,20,Versailles to Paris,Individual time-trial,53.8,Eddy Merckx,Bélgica
1972,1972-07-01,P,Angers,Individual time-trial,7.2,Eddy Merckx,Bélgica
1972,1972-07-02,1,Angers to Saint-Brieuc,Flat,235.5,Cyrille Guimard,Francia
1972,1972-07-03,2,Saint-Brieuc to La Baule,Flat,206.5,Rik Van Linden,Bélgica
1972,1972-07-04,3a,Pornichet to Saint-Jean-de-Monts,Flat,161.0,Ercole Gualazzini,Italia
1972,1972-07-04,3b,Merlin-Plage,Team time-trial,16.2,Molteni,
1972,1972-07-05,4,Merlin-Plage to Royan,Flat,236.0,Cyrille Guimard,Francia
1972,1972-07-06,5a,Royan to Bordeaux,Flat,133.5,Walter Godefroot,Bélgica
1972,1972-07-06,5b,Bordeaux,Individual time-trial,12.7,Eddy Merckx,Bélgica
1972,1972-07-07,6,Bordeaux to Bayonne,Flat,205.0,Leo Duyndam,Países Bajos
1972,1972-07-09,7,Bayonne to Pau,Mountain,220.5,Yves Hézard,Francia
1972,1972-07-10,8,Pau to Luchon,Mountain,163.5,Eddy Merckx,Bélgica
1972,1972-07-11,9,Luchon to Colomiers,Hilly,179.0,Jos Huysmans,Bélgica
1972,1972-07-12,10,Castres to La Grande-Motte,Flat,210.0,Willy Teirlinck,Bélgica
1972,1972-07-13,11,Carnon-Plage to Mont Ventoux,Mountain,207.0,Bernard Thévenet,Francia
1972,1972-07-14,12,Carpentras to Orcières-Merlette,Mountain,192.0,Lucien Van Impe,Bélgica
1972,1972-07-16,13,Orcières-Merlette to Briançon,Mountain,201.0,Eddy Merckx,Bélgica
1972,1972-07-17,14a,Briançon to Valloire,Mountain,51.0,Eddy Merckx,Bélgica
1972,1972-07-17,14b,Valloire to Aix-les-Bains,Mountain,151.0,Cyrille Guimard,Francia
1972,1972-07-18,15,Aix-les-Bains to Le Revard,Mountain,28.0,Cyrille Guimard,Francia
1972,1972-07-19,16,Aix-les-Bains to Pontarlier,Hilly,198.5,Willy Teirlinck,Bélgica
1972,1972-07-20,17,Pontarlier to Ballon d'Alsace,Hilly,213.0,Bernard Thévenet,Francia
1972,1972-07-21,18,Vesoul to Auxerre,Flat,257.5,Marinus Wagtmans,Países Bajos
1972,1972-07-22,19,Auxerre to Versailles,Flat,230.0,Joseph Bruyère,Bélgica
1972,1972-07-23,20a,Versailles,Individual time-trial,42.0,Eddy Merckx,Bélgica
1972,1972-07-23,20b,Versailles to Paris,Flat,89.0,Willy Teirlinck,Bélgica
1973,1973-06-30,P,Scheveningen (Netherlands),Individual time-trial,7.1,Joop Zoetemelk,Países Bajos
1973,1973-07-01,1a,Scheveningen (Netherlands) to Rotterdam (Netherlands),Flat,84.0,Willy Teirlinck,Bélgica
