year,rank,rider_name,country,team,rider_total_time
2019,129,Steve Cummings,Reino Unido,Team Dimension Data,312405.0
2019,130,Elia Viviani,Italia,Deceuninck–Quick-Step,312577.0
2019,131,Anthony Turgis,Francia,Total Direct Énergie,312611.0
2019,132,Caleb Ewan,Australia,Lotto–Soudal,312694.0
2019,133,Yves Lampaert,Bélgica,Deceuninck–Quick-Step,312697.0
2019,134,Chad Haga,Estados Unidos,Team Sunweb,312711.0
2019,135,Tom Scully,Nueva Zelanda,EF Education First,312832.0
2019,136,Aimé De Gendt,Bélgica,Wanty–Gobert,312845.0
2019,137,Niccolò Bonifazio,Italia,Total Direct Énergie,313004.0
2019,138,Kevin Van Melsen,Bélgica,Wanty–Gobert,313040.0
2019,139,Alexander Kristoff,Noruega,UAE Team Emirates,313085.0
2019,140,Amund Grøndahl Jansen,Noruega,Team Jumbo–Visma,313142.0
2019,141,Marcus Burghardt,Alemania,Bora–Hansgrohe,313158.0
2019,142,Maxime Monfort,Bélgica,Lotto–Soudal,313256.0
2019,143,William Bonnet,Francia,Groupama–FDJ,313352.0
2019,144,André Greipel,Alemania,Arkéa–Samsic,313440.0
2019,145,Dylan Groenewegen,Países Bajos,Team Jumbo–Visma,313450.0
2019,146,Michael Hepburn,Australia,Mitchelton–Scott,313472.0
2019,147,Lars Bak,Dinamarca,Team Dimension Data,313488.0
2019,148,Marco Haller,Austria,Team Katusha–Alpecin,313517.0
2019,149,Maximiliano Richeze,Argentina,Deceuninck–Quick-Step,313625.0
2019,150,Roger Kluge,Alemania,Lotto–Soudal,313843.0
2019,151,Alex Dowsett,Reino Unido,Team Katusha–Alpecin,313899.0
2019,152,Michael Mørkøv,Dinamarca,Deceuninck–Quick-Step,314193.0
2019,153,Jens Debusschere,Bélgica,Team Katusha–Alpecin,314767.0
2019,154,Yoann Offredo,Francia,Wanty–Gobert,314923.0
2019,155,Sebastian Langeveld,Países Bajos,EF Education First,315083.0
2020,1,Tadej Pogačar,Eslovenia,UAE Team Emirates,314405.0
2020,2,Primož Roglič,Eslovenia,Team Jumbo–Visma,314464.0
2020,3,Richie Porte,Australia,Trek–Segafredo,314615.0
2020,4,Mikel Landa,España,Bahrain–McLaren,314763.0
2020,5,Enric Mas,España,Movistar Team,314772.0
2020,6,Miguel Ángel López,Colombia,Astana,314812.0
2020,7,Tom Dumoulin,Países Bajos,Team Jumbo–Visma,314873.0
2020,8,Rigoberto Urán,Colombia,EF Pro Cycling,314887.0
2020,9,Adam Yates,Reino Unido,Mitchelton–Scott,314970.0
2020,10,Damiano Caruso,Italia,Bahrain–McLaren,315248.0
2020,11,Guillaume Martin,Francia,Cofidis,315423.0
2020,12,Alejandro Valverde,España,Movistar Team,315466.0
2020,13,Richard Carapaz,Ecuador,Ineos Grenadiers,315958.0
2020,14,Warren Barguil,Francia,Arkéa–Samsic,316269.0
2020,15,Sepp Kuss,Estados Unidos,Team Jumbo–Visma,316945.0
2020,16,Pello Bilbao,España,Bahrain–McLaren,317761.0
2020,17,Nairo Quintana,Colombia,Arkéa–Samsic,318192.0
2020,18,Pierre Rolland,Francia,B&B Hotels–Vital Concept,318511.0
2020,19,Carlos Verona,España,Movistar Team,319199.0
2020,20,Wout van Aert,Bélgica,Team Jumbo–Visma,319236.0
2020,21,Marc Soler,España,Movistar Team,319918.0
2020,22,Gorka Izagirre,España,Astana,320177.0
2020,23,Esteban Chaves,Colombia,Mitchelton–Scott,320330.0
2020,24,Sébastien Reichenbach,Suiza,Groupama–FDJ,320372.0
2020,25,Kenny Elissonde,Francia,Trek–Segafredo,320411.0
2020,26,Mikaël Cherel,Francia,AG2R La Mondiale,320456.0
2020,27,Valentin Madouas,Francia,Groupama–FDJ,320568.0
2020,28,Daniel Martínez,Colombia,EF Pro Cycling,321317.0
2020,29,Thibaut Pinot,Francia,Groupama–FDJ,321599.0
2020,30,Michał Kwiatkowski,Polonia,Ineos Grenadiers,321997.0
2020,31,Romain Sicard,Francia,Total Direct Énergie,322387.0
2020,32,Luis León Sánchez,España,Astana,322432.0
2020,33,Lennard Kämna,Alemania,Bora–Hansgrohe,322544.0
2020,34,George Bennett,Nueva Zelanda,Team Jumbo–Visma,322554.0
2020,35,Alexis Vuillermoz,Francia,AG2R La Mondiale,322584.0
2020,36,Julian Alaphilippe,Francia,Deceuninck–Quick-Step,322756.0
2020,37,Hugh Carthy,Reino Unido,EF Pro Cycling,322836.0
2020,38,Emanuel Buchmann,Alemania,Bora–Hansgrohe,322922.0
2020,39,Rudy Molard,Francia,Groupama–FDJ,323218.0
2020,40,Jan Polanc,Eslovenia,UAE Team Emirates,323399.0
2020,41,Dan Martin,Irlanda,Israel Start-Up Nation,323430.0
2020,42,Robert Gesink,Países Bajos,Team Jumbo–Visma,323440.0
2020,43,Bob Jungels,Luxemburgo,Deceuninck–Quick-Step,323615.0
2020,44,Jesús Herrada,España,Cofidis,323695.0
2020,45,Harold Tejada,Colombia,Astana,323827.0
2020,46,Alexey Lutsenko,Kazajistán,Astana,323982.0
2020,47,Hugo Houle,Canadá,Astana,323999.0
2020,48,Simon Geschke,Alemania,CCC Team,324272.0
2020,49,Nicolas Edet,Francia,Cofidis,324529.0
2020,50,Greg Van Avermaet,Bélgica,CCC Team,324595.0
2020,51,Niklas Eg,Dinamarca,Trek–Segafredo,324609.0
2020,52,Thomas De Gendt,Bélgica,Lotto–Soudal,324721.0
2020,53,Quentin Pacher,Francia,B&B Hotels–Vital Concept,324862.0
2020,54,Marc Hirschi,Suiza,Team Sunweb,324879.0
2020,55,Nelson Oliveira,Portugal,Movistar Team,325306.0
2020,56,Neilson Powless,Estados Unidos,EF Pro Cycling,325394.0
2020,57,Maximilian Schachmann,Alemania,Bora–Hansgrohe,325413.0
2020,58,Søren Kragh Andersen,Dinamarca,Team Sunweb,325591.0
2020,59,Dylan van Baarle,Países Bajos,Ineos Grenadiers,325667.0
2020,60,Omar Fraile,España,Astana,326026.0
2020,61,Oliver Naesen,Bélgica,AG2R La Mondiale,326529.0
2020,62,Alberto Bettiol,Italia,EF Pro Cycling,326700.0
2020,63,Felix Großschartner,Austria,Bora–Hansgrohe,326722.0
2020,64,Nicolas Roche,Irlanda,Team Sunweb,326838.0
2020,65,Nans Peters,Francia,AG2R La Mondiale,326871.0
2020,66,Winner Anacona,Colombia,Arkéa–Samsic,327165.0
2020,67,Jan Hirt,República Checa,CCC Team,327303.0
2020,68,Ben Hermans,Bélgica,Israel Start-Up Nation,327437.0
2020,69,Michael Schär,Suiza,CCC Team,327540.0
2020,70,José Joaquín Rojas,España,Movistar Team,327654.0
2020,71,Jasper Stuyven,Bélgica,Trek–Segafredo,327657.0
2020,72,David de la Cruz,España,UAE Team Emirates,327685.0
2020,73,Michael Valgren,Dinamarca,NTT Pro Cycling,327710.0
2020,74,Imanol Erviti,España,Movistar Team,328085.0
2020,75,Tiesj Benoot,Bélgica,Team Sunweb,328135.0
2020,76,Matej Mohorič,Eslovenia,Bahrain–McLaren,328147.0
2020,77,Andrey Amador,Costa Rica,Ineos Grenadiers,328149.0
2020,78,Cyril Gautier,Francia,B&B Hotels–Vital Concept,328322.0
2020,79,Matteo Trentin,Italia,CCC Team,328335.0
2020,80,Dario Cataldo,Italia,Movistar Team,328376.0
2020,81,Toms Skujiņš,Letonia,Trek–Segafredo,328394.0
2020,82,Vegard Stake Laengen,Noruega,UAE Team Emirates,328402.0
2020,83,Jack Bauer,Nueva Zelanda,Mitchelton–Scott,328839.0
2020,84,Peter Sagan,Eslovaquia,Bora–Hansgrohe,329060.0
2020,85,Krists Neilands,Letonia,Israel Start-Up Nation,329468.0
2020,86,Pierre-Luc Périchon,Francia,Cofidis,329673.0
2020,87,Pavel Sivakov,Rusia,Ineos Grenadiers,329743.0
2020,88,Luka Mezgec,Eslovenia,Mitchelton–Scott,329832.0
2020,89,Jens Keukeleire,Bélgica,EF Pro Cycling,329932.0
2020,90,Dries Devenyns,Bélgica,Deceuninck–Quick-Step,330046.0
2020,91,Tejay van Garderen,Estados Unidos,EF Pro Cycling,330145.0
2020,92,Casper Pedersen,Dinamarca,Team Sunweb,330258.0
2020,93,Sonny Colbrelli,Italia,Bahrain–McLaren,330287.0
2020,94,Mathieu Ladagnous,Francia,Groupama–FDJ,330297.0
2020,95,Dayer Quintana,Colombia,Arkéa–Samsic,330355.0
2020,96,Cyril Barthe,Francia,B&B Hotels–Vital Concept,330432.0
2020,97,Daryl Impey,Sudáfrica,Mitchelton–Scott,330524.0
2020,98,Tom Van Asbroeck,Bélgica,Israel Start-Up Nation,330802.0
2020,99,Christopher Juul-Jensen,Dinamarca,Mitchelton–Scott,330848.0
2020,100,Alessandro De Marchi,Italia,CCC Team,330851.0
2020,101,Edvald Boasson Hagen,Noruega,NTT Pro Cycling,330864.0
2020,102,Kévin Ledanois,Francia,Arkéa–Samsic,330953.0
2020,103,Joris Nieuwenhuis,Países Bajos,Team Sunweb,331135.0
2020,104,Clément Venturini,Francia,AG2R La Mondiale,331153.0
2020,105,Daniel Oss,Italia,Bora–Hansgrohe,331251.0
2020,106,Connor Swift,Reino Unido,Arkéa–Samsic,331324.0
2020,107,Christophe Laporte,Francia,Cofidis,331475.0
2020,108,Anthony Turgis,Francia,Total Direct Énergie,331502.0
2020,109,Roman Kreuziger,República Checa,NTT Pro Cycling,331531.0
2020,110,Wout Poels,Países Bajos,Bahrain–McLaren,331648.0
2020,111,Marco Marcato,Italia,UAE Team Emirates,331732.0
2020,112,Simone Consonni,Italia,Cofidis,332035.0
2020,113,Rémi Cavagna,Francia,Deceuninck–Quick-Step,332331.0
2020,114,Kasper Asgreen,Dinamarca,Deceuninck–Quick-Step,332409.0
2020,115,Hugo Hofstetter,Francia,Israel Start-Up Nation,332419.0
2020,116,Benoît Cosnefroy,Francia,AG2R La Mondiale,332448.0
2020,117,Fabien Grellier,Francia,Total Direct Énergie,332497.0
2020,118,Tony Martin,Alemania,Team Jumbo–Visma,332733.0
2020,119,Edward Theuns,Bélgica,Trek–Segafredo,332895.0
2020,120,Nils Politt,Alemania,Israel Start-Up Nation,332947.0
2020,121,Ryan Gibbons,Sudáfrica,NTT Pro Cycling,332977.0
2020,122,Bryan Coquard,Francia,B&B Hotels–Vital Concept,333037.0
2020,123,Geoffrey Soupe,Francia,Total Direct Énergie,333045.0
2020,124,Mads Pedersen,Dinamarca,Trek–Segafredo,333068.0
2020,125,Jonas Koch,Alemania,CCC Team,333129.0
2020,126,Nikias Arndt,Alemania,Team Sunweb,333196.0
2020,127,Tim Declercq,Bélgica,Deceuninck–Quick-Step,333297.0
2020,128,Amund Grøndahl Jansen,Noruega,Team Jumbo–Visma,333453.0
2020,129,Luke Rowe,Reino Unido,Ineos Grenadiers,333475.0
2020,130,Michael Mørkøv,Dinamarca,Deceuninck–Quick-Step,333986.0
2020,131,Mathieu Burgaudeau,Francia,Total Direct Énergie,334063.0
2020,132,Alexander Kristoff,Noruega,UAE Team Emirates,334113.0
2020,133,Clément Russo,Francia,Arkéa–Samsic,334130.0
2020,134,Max Walscheid,Alemania,NTT Pro Cycling,334183.0
2020,135,Elia Viviani,Italia,Cofidis,334206.0
2020,136,Maxime Chevalier,Francia,B&B Hotels–Vital Concept,334295.0
2020,137,Kévin Reza,Francia,B&B Hotels–Vital Concept,334302.0
2020,138,Sam Bennett,Irlanda,Deceuninck–Quick-Step,334358.0
2020,139,Guy Niv,Israel,Israel Start-Up Nation,334488.0
2020,140,Cees Bol,Países Bajos,Team Sunweb,334701.0
2020,141,Niccolò Bonifazio,Italia,Total Direct Énergie,334938.0
2020,142,Jasper De Buyst,Bélgica,Lotto–Soudal,334992.0
2020,143,Marco Haller,Austria,Bahrain–McLaren,335192.0
2020,144,Caleb Ewan,Australia,Lotto–Soudal,335430.0
2020,145,Frederik Frison,Bélgica,Lotto–Soudal,336113.0
2020,146,Roger Kluge,Alemania,Lotto–Soudal,336427.0
2021,1,Tadej Pogačar,Eslovenia,UAE Team Emirates,298596.0
2021,2,Jonas Vingegaard,Dinamarca,Team Jumbo–Visma,298916.0
2021,3,Richard Carapaz,Ecuador,Ineos Grenadiers,299019.0
2021,4,Ben O'Connor,Australia,AG2R Citroën Team,299198.0
2021,5,Wilco Kelderman,Países Bajos,Bora–Hansgrohe,299209.0
2021,6,Enric Mas,España,Movistar Team,299299.0
2021,7,Alexey Lutsenko,Kazajistán,Astana–Premier Tech,299339.0
2021,8,Guillaume Martin,Francia,Cofidis,299529.0
2021,9,Pello Bilbao,España,Team Bahrain Victorious,299560.0
2021,10,Rigoberto Urán,Colombia,EF Education–Nippo,299710.0
2021,11,David Gaudu,Francia,Groupama–FDJ,299906.0
2021,12,Mattia Cattaneo,Italia,Deceuninck–Quick-Step,300094.0
2021,13,Esteban Chaves,Colombia,Team BikeExchange,300864.0
2021,14,Louis Meintjes,Sudáfrica,Intermarché–Wanty–Gobert Matériaux,300885.0
2021,15,Aurélien Paret-Peintre,Francia,AG2R Citroën Team,300945.0
2021,16,Wout Poels,Países Bajos,Team Bahrain Victorious,301631.0
2021,17,Dylan Teuns,Bélgica,Team Bahrain Victorious,301696.0
2021,18,Ruben Guerreiro,Portugal,EF Education–Nippo,301846.0
2021,19,Wout van Aert,Bélgica,Team Jumbo–Visma,302018.0
2021,20,Bauke Mollema,Países Bajos,Trek–Segafredo,302334.0
2021,21,Sergio Henao,Colombia,Team Qhubeka NextHash,302388.0
2021,22,Franck Bonnamour,Francia,B&B Hotels p/b KTM,302471.0
2021,23,Jonathan Castroviejo,España,Ineos Grenadiers,302576.0
2021,24,Alejandro Valverde,España,Movistar Team,302666.0
2021,25,Sergio Higuita,Colombia,EF Education–Nippo,302752.0
2021,26,Ion Izagirre,España,Astana–Premier Tech,303615.0
2021,27,Patrick Konrad,Austria,Bora–Hansgrohe,303822.0
2021,28,Nairo Quintana,Colombia,Arkéa–Samsic,304187.0
2021,29,Xandro Meurisse,Bélgica,Alpecin–Fenix,304644.0
2021,30,Julian Alaphilippe,Francia,Deceuninck–Quick-Step,304782.0
2021,31,Matej Mohorič,Eslovenia,Team Bahrain Victorious,305200.0
2021,32,Sepp Kuss,Estados Unidos,Team Jumbo–Visma,305200.0
2021,33,Emanuel Buchmann,Alemania,Bora–Hansgrohe,305261.0
2021,34,Rafał Majka,Polonia,UAE Team Emirates,305440.0
2021,35,Quentin Pacher,Francia,B&B Hotels p/b KTM,305530.0
2021,36,Kenny Elissonde,Francia,Trek–Segafredo,305589.0
2021,37,Julien Bernard,Francia,Trek–Segafredo,306008.0
2021,38,Richie Porte,Australia,Ineos Grenadiers,306195.0
2021,39,Jasper Stuyven,Bélgica,Trek–Segafredo,306255.0
2021,40,Dan Martin,Irlanda,Israel Start-Up Nation,306371.0
2021,41,Geraint Thomas,Reino Unido,Ineos Grenadiers,306493.0
2021,42,Valentin Madouas,Francia,Groupama–FDJ,306495.0
2021,43,Neilson Powless,Estados Unidos,EF Education–Nippo,306609.0
2021,44,Davide Formolo,Italia,UAE Team Emirates,306752.0
2021,45,Mark Donovan,Reino Unido,Team DSM,306856.0
2021,46,Cristián Rodríguez,España,Team TotalEnergies,306967.0
2021,47,Pierre Latour,Francia,Team TotalEnergies,306972.0
2021,48,Jan Bakelants,Bélgica,Intermarché–Wanty–Gobert Matériaux,307086.0
2021,49,Stefan Küng,Suiza,Groupama–FDJ,307119.0
2021,50,Nils Politt,Alemania,Bora–Hansgrohe,307160.0
2021,51,Pierre Rolland,Francia,B&B Hotels p/b KTM,307187.0
2021,52,Sonny Colbrelli,Italia,Team Bahrain Victorious,307275.0
2021,53,Michael Valgren,Dinamarca,EF Education–Nippo,307372.0
2021,54,Dylan van Baarle,Países Bajos,Ineos Grenadiers,307423.0
2021,55,Jonas Rutsch,Alemania,EF Education–Nippo,307569.0
2021,56,Magnus Cort,Dinamarca,EF Education–Nippo,307619.0
2021,57,Omar Fraile,España,Astana–Premier Tech,307670.0
2021,58,Michael Schär,Suiza,AG2R Citroën Team,307914.0
2021,59,Silvan Dillier,Suiza,Alpecin–Fenix,307939.0
2021,60,Tao Geoghegan Hart,Reino Unido,Ineos Grenadiers,308018.0
2021,61,Élie Gesbert,Francia,Arkéa–Samsic,308104.0
2021,62,Simon Geschke,Alemania,Cofidis,308127.0
2021,63,Lorenzo Rota,Italia,Intermarché–Wanty–Gobert Matériaux,308193.0
2021,64,Kasper Asgreen,Dinamarca,Deceuninck–Quick-Step,308417.0
2021,65,Brent Van Moer,Bélgica,Lotto–Soudal,308425.0
2021,66,Hugo Houle,Canadá,Astana–Premier Tech,308475.0
2021,67,Imanol Erviti,España,Movistar Team,308743.0
2021,68,Michał Kwiatkowski,Polonia,Ineos Grenadiers,308758.0
2021,69,Brandon McNulty,Estados Unidos,UAE Team Emirates,308849.0
2021,70,Oliver Naesen,Bélgica,AG2R Citroën Team,308941.0
2021,71,Toms Skujiņš,Letonia,Trek–Segafredo,308972.0
2021,72,Víctor de la Parte,España,Team TotalEnergies,309064.0
2021,73,Anthony Turgis,Francia,Team TotalEnergies,309147.0
2021,74,Alex Aranburu,España,Astana–Premier Tech,309200.0
2021,75,Dorian Godon,Francia,AG2R Citroën Team,309227.0
2021,76,Mike Teunissen,Países Bajos,Team Jumbo–Visma,309301.0
2021,77,Rui Costa,Portugal,UAE Team Emirates,309305.0
2021,78,Fabien Doubey,Francia,Team TotalEnergies,309561.0
2021,79,Michael Matthews,Australia,Team BikeExchange,309606.0
2021,80,Georg Zimmermann,Alemania,Intermarché–Wanty–Gobert Matériaux,309744.0
2021,81,Cyril Gautier,Francia,B&B Hotels p/b KTM,309906.0
2021,82,Thomas De Gendt,Bélgica,Lotto–Soudal,309922.0
2021,83,Bruno Armirail,Francia,Groupama–FDJ,309994.0
2021,84,Rubén Fernández,España,Cofidis,310039.0
2021,85,Harry Sweeny,Australia,Lotto–Soudal,310048.0
2021,86,Anthony Perez,Francia,Cofidis,310052.0
2021,87,Jesús Herrada,España,Cofidis,310071.0
2021,88,Cyril Barthe,Francia,B&B Hotels p/b KTM,310147.0
2021,89,Connor Swift,Reino Unido,Arkéa–Samsic,310224.0
2021,90,Jorge Arcas,España,Movistar Team,310277.0
2021,91,Christophe Laporte,Francia,Cofidis,310299.0
2021,92,Pierre-Luc Périchon,Francia,Cofidis,310383.0
2021,93,Maxime Chevalier,Francia,B&B Hotels p/b KTM,310410.0
2021,94,Iván García Cortina,España,Movistar Team,310681.0
2021,95,Jonas Rickaert,Bélgica,Alpecin–Fenix,310752.0
2021,96,Fred Wright,Reino Unido,Team Bahrain Victorious,310855.0
2021,97,Greg Van Avermaet,Bélgica,AG2R Citroën Team,310865.0
2021,98,Marc Hirschi,Suiza,UAE Team Emirates,310874.0
2021,99,Philippe Gilbert,Bélgica,Lotto–Soudal,311038.0
2021,100,Luke Durbridge,Australia,Team BikeExchange,311081.0
2021,101,Carlos Verona,España,Movistar Team,311116.0
2021,102,Luka Mezgec,Eslovenia,Team BikeExchange,311213.0
2021,103,Stefan Bissegger,Suiza,EF Education–Nippo,311291.0
2021,104,Edward Theuns,Bélgica,Trek–Segafredo,311407.0
2021,105,Guillaume Boivin,Canadá,Israel Start-Up Nation,311418.0
2021,106,Kristian Sbaragli,Italia,Alpecin–Fenix,311455.0
2021,107,Benoît Cosnefroy,Francia,AG2R Citroën Team,311490.0
2021,108,Davide Ballerini,Italia,Deceuninck–Quick-Step,311509.0
2021,109,Jasper Philipsen,Bélgica,Alpecin–Fenix,311927.0
2021,110,Mikkel Bjerg,Dinamarca,UAE Team Emirates,311937.0
2021,111,Casper Pedersen,Dinamarca,Team DSM,311968.0
2021,112,Vegard Stake Laengen,Noruega,UAE Team Emirates,312009.0
2021,113,Dmitriy Gruzdev,Kazajistán,Astana–Premier Tech,312085.0
2021,114,Christopher Juul-Jensen,Dinamarca,Team BikeExchange,312103.0
2021,115,Daniel Oss,Italia,Bora–Hansgrohe,312209.0
2021,116,Lukas Pöstlberger,Austria,Bora–Hansgrohe,312228.0
2021,117,Boy van Poppel,Países Bajos,Intermarché–Wanty–Gobert Matériaux,312421.0
2021,118,Petr Vakoč,República Checa,Alpecin–Fenix,312462.0
2021,119,Ide Schelling,Países Bajos,Bora–Hansgrohe,312472.0
2021,120,Danny van Poppel,Países Bajos,Intermarché–Wanty–Gobert Matériaux,312569.0
2021,121,Max Walscheid,Alemania,Team Qhubeka NextHash,312581.0
2021,122,Omer Goldstein,Israel,Israel Start-Up Nation,312722.0
2021,123,Simon Clarke,Australia,Team Qhubeka NextHash,312764.0
2021,124,Carlos Barbero,España,Team Qhubeka NextHash,313016.0
2021,125,André Greipel,Alemania,Israel Start-Up Nation,313082.0
2021,126,Nils Eekhoff,Países Bajos,Team DSM,313160.0
2021,127,Marco Haller,Austria,Team Bahrain Victorious,313177.0
2021,128,Joris Nieuwenhuis,Países Bajos,Team DSM,313198.0
2021,129,Julien Simon,Francia,Team TotalEnergies,313345.0
2021,130,Sean Bennett,Estados Unidos,Team Qhubeka NextHash,313458.0
2021,131,Jelle Wallays,Bélgica,Cofidis,313582.0
2021,132,Jérémy Cabot,Francia,Team TotalEnergies,313691.0
2021,133,Chris Froome,Reino Unido,Israel Start-Up Nation,313717.0
2021,134,Rick Zabel,Alemania,Israel Start-Up Nation,313783.0
2021,135,Dries Devenyns,Bélgica,Deceuninck–Quick-Step,314245.0
2021,136,Reto Hollenstein,Suiza,Israel Start-Up Nation,314455.0
2021,137,Mads Pedersen,Dinamarca,Trek–Segafredo,314753.0
2021,138,Michael Mørkøv,Dinamarca,Deceuninck–Quick-Step,314961.0
2021,139,Mark Cavendish,Reino Unido,Deceuninck–Quick-Step,315050.0
2021,140,Cees Bol,Países Bajos,Team DSM,315195.0
2021,141,Tim Declercq,Bélgica,Deceuninck–Quick-Step,316665.0
2022,1,Jonas Vingegaard,Dinamarca,Team Jumbo–Visma,286400.0
2022,2,Tadej Pogačar,Eslovenia,UAE Team Emirates,286563.0
2022,3,Geraint Thomas,Reino Unido,Ineos Grenadiers,286842.0
2022,4,David Gaudu,Francia,Groupama–FDJ,287219.0
2022,5,Aleksandr Vlasov,Rusia,Bora–Hansgrohe,287346.0
2022,6,Nairo Quintana,Colombia,Arkéa–Samsic,287393.0
2022,7,Romain Bardet,Francia,Team DSM,287491.0
2022,8,Louis Meintjes,Sudáfrica,Intermarché–Wanty–Gobert Matériaux,287524.0
2022,9,Alexey Lutsenko,Kazajistán,Astana Qazaqstan Team,287776.0
2022,10,Adam Yates,Reino Unido,Ineos Grenadiers,287892.0
2022,11,Valentin Madouas,Francia,Groupama–FDJ,288549.0
2022,12,Bob Jungels,Luxemburgo,AG2R Citroën Team,289123.0
2022,13,Neilson Powless,Estados Unidos,EF Education–EasyPost,289217.0
2022,14,Luis León Sánchez,España,Team Bahrain Victorious,289358.0
2022,15,Thibaut Pinot,Francia,Groupama–FDJ,289425.0
2022,16,Patrick Konrad,Austria,Bora–Hansgrohe,289814.0
2022,17,Tom Pidcock,Reino Unido,Ineos Grenadiers,290075.0
2022,18,Sepp Kuss,Estados Unidos,Team Jumbo–Visma,290149.0
2022,19,Dylan Teuns,Bélgica,Team Bahrain Victorious,290690.0
2022,20,Brandon McNulty,Estados Unidos,UAE Team Emirates,291879.0
2022,21,Matteo Jorgenson,Estados Unidos,Movistar Team,292037.0
2022,22,Wout van Aert,Bélgica,Team Jumbo–Visma,292155.0
2022,23,Nick Schultz,Australia,Team BikeExchange–Jayco,292381.0
2022,24,Hugo Houle,Canadá,Israel–Premier Tech,292534.0
2022,25,Bauke Mollema,Países Bajos,Trek–Segafredo,292757.0
2022,26,Rigoberto Urán,Colombia,EF Education–EasyPost,292898.0
2022,27,Carlos Verona,España,Movistar Team,293183.0
2022,28,Andreas Leknessund,Noruega,Team DSM,293451.0
2022,29,Gregor Mühlberger,Austria,Movistar Team,293543.0
2022,30,Daniel Martínez,Colombia,Ineos Grenadiers,293655.0
2022,31,Simone Velasco,Italia,Astana Qazaqstan Team,293864.0
2022,32,Dylan van Baarle,Países Bajos,Ineos Grenadiers,294534.0
2022,33,Stefan Küng,Suiza,Groupama–FDJ,294546.0
2022,34,Sebastian Schönberger,Austria,B&B Hotels–KTM,294615.0
2022,35,Michael Storer,Australia,Groupama–FDJ,294995.0
2022,36,Tiesj Benoot,Bélgica,Team Jumbo–Visma,295014.0
2022,37,Tony Gallopin,Francia,Trek–Segafredo,295111.0
2022,38,Chris Hamilton,Australia,Team DSM,295138.0
2022,39,Andrey Zeits,Kazajistán,Astana Qazaqstan Team,295182.0
2022,40,Ion Izagirre,España,Cofidis,295408.0
2022,41,Alberto Bettiol,Italia,EF Education–EasyPost,295684.0
2022,42,Łukasz Owsian,Polonia,Arkéa–Samsic,295868.0
2022,43,Joe Dombrowski,Estados Unidos,Astana Qazaqstan Team,295871.0
2022,44,Georg Zimmermann,Alemania,Intermarché–Wanty–Gobert Matériaux,295980.0
2022,45,Simon Geschke,Alemania,Cofidis,296083.0
2022,46,Max Schachmann,Alemania,Bora–Hansgrohe,296244.0
2022,47,Kobe Goossens,Bélgica,Intermarché–Wanty–Gobert Matériaux,296367.0
2022,48,Kevin Geniets,Luxemburgo,Groupama–FDJ,296488.0
2022,49,Jonathan Castroviejo,España,Ineos Grenadiers,296694.0
2022,50,Maxime Bouet,Francia,Arkéa–Samsic,296716.0
2022,51,Andrea Pasqualon,Italia,Intermarché–Wanty–Gobert Matériaux,296982.0
2022,52,Nelson Oliveira,Portugal,Movistar Team,297059.0
2022,53,Felix Großschartner,Austria,Bora–Hansgrohe,297095.0
2022,54,Benjamin Thomas,Francia,Cofidis,297418.0
2022,55,Fred Wright,Reino Unido,Team Bahrain Victorious,297448.0
2022,56,Nils Politt,Alemania,Bora–Hansgrohe,297829.0
2022,57,Pierre Latour,Francia,Team TotalEnergies,297926.0
2022,58,Edvald Boasson Hagen,Noruega,Team TotalEnergies,297978.0
2022,59,Giulio Ciccone,Italia,Trek–Segafredo,298204.0
2022,60,Silvan Dillier,Suiza,Alpecin–Deceuninck,298237.0
2022,61,Toms Skujiņš,Letonia,Trek–Segafredo,298248.0
2022,62,Antoine Duchesne,Canadá,Groupama–FDJ,298298.0
2022,63,Pierre-Luc Périchon,Francia,Cofidis,298732.0
2022,64,Martijn Tusveld,Países Bajos,Team DSM,298883.0
2022,65,Stan Dewulf,Bélgica,AG2R Citroën Team,298958.0
2022,66,Franck Bonnamour,Francia,B&B Hotels–KTM,299036.0
2022,67,Quinn Simmons,Estados Unidos,Trek–Segafredo,299044.0
2022,68,Mathieu Burgaudeau,Francia,Team TotalEnergies,299126.0
2022,69,Pierre Rolland,Francia,B&B Hotels–KTM,299273.0
2022,70,Connor Swift,Reino Unido,Arkéa–Samsic,299305.0
2022,71,Kristian Sbaragli,Italia,Alpecin–Deceuninck,299378.0
2022,72,Jan Tratnik,Eslovenia,Team Bahrain Victorious,299451.0
2022,73,Andreas Kron,Dinamarca,Lotto–Soudal,299457.0
2022,74,Matis Louvel,Francia,Arkéa–Samsic,299606.0
2022,75,Christophe Laporte,Francia,Team Jumbo–Visma,299610.0
2022,76,Philippe Gilbert,Bélgica,Lotto–Soudal,299714.0
2022,77,Guy Niv,Israel,Israel–Premier Tech,299862.0
2022,78,Michael Matthews,Australia,Team BikeExchange–Jayco,299959.0
2022,79,Krists Neilands,Letonia,Israel–Premier Tech,299976.0
2022,80,Cyril Barthe,Francia,B&B Hotels–KTM,300114.0
2022,81,Jasper Stuyven,Bélgica,Trek–Segafredo,300168.0
2022,82,Hugo Hofstetter,Francia,Arkéa–Samsic,300197.0
2022,83,Stefan Bissegger,Suiza,EF Education–EasyPost,300306.0
2022,84,Anthony Perez,Francia,Cofidis,300340.0
2022,85,Amaury Capiot,Bélgica,Arkéa–Samsic,300375.0
